cod_proposta;cod_cliente;cod_colaborador;data_entrada_proposta;horario_entrada_proposta;taxa_juros_mensal;valor_proposta;valor_financiamento;valor_entrada;valor_prestacao;quantidade_parcelas;carencia;status_proposta
278;608;12;04/05/2011;00:30:59;0.0156;106979.13;145268.66;38289.53;2187.32;93;2;Validação documentos
606;154;12;22/11/2022;08:50:17;0.0125;158370.26;210306.08;51935.82;5886.28;33;3;Validação documentos
1016;774;12;19/07/2019;12:59:16;0.0193;133730.12;172878.73;39148.61;9302.42;17;2;Validação documentos
1396;915;12;31/03/2020;22:56:27;0.0248;67743.15;131033.88;63290.73;2071.64;68;1;Validação documentos
1770;569;12;15/11/2016;17:40:13;0.0134;172309.41;242717.94;70408.53;3499.52;81;0;Validação documentos
1835;485;12;10/05/2018;23:20:30;0.0229;106645.85;136905.74;30259.89;3108.93;68;3;Validação documentos
1841;998;12;30/03/2010;16:26:09;0.0194;106295.21;170079.07;63783.86;4130.19;36;5;Validação documentos
431;17;13;04/11/2017;03:01:18;0.0221;8635.64;11554.57;2918.93;971.97;10;0;Validação documentos
641;966;13;09/07/2014;06:40:31;0.0184;67612.24;101067.55;33455.31;1702.05;72;1;Validação documentos
1874;292;13;23/01/2011;03:45:45;0.0161;75206.68;128730.70;53524.02;2173.19;51;0;Validação documentos
512;44;14;01/03/2010;20:36:47;0.0123;97456.84;160125.10;62668.26;2513.73;53;3;Validação documentos
1833;236;14;07/01/2015;04:25:51;0.0203;57867.37;106215.81;48348.44;1369.70;97;2;Validação documentos
1095;908;15;16/09/2021;20:13:33;0.015;19128.15;37501.87;18373.72;462.73;65;5;Validação documentos
1531;27;15;11/12/2017;19:24:01;0.0113;9530.23;15679.65;6149.42;212.27;63;3;Validação documentos
1671;247;15;02/04/2010;21:25:41;0.0193;10533.78;18464.59;7930.81;240.20;98;4;Validação documentos
464;694;16;22/12/2013;13:25:49;0.0196;170732.31;206277.81;35545.50;4104.74;87;2;Validação documentos
1044;715;16;19/01/2022;00:20:20;0.0125;23515.68;39177.73;15662.05;541.54;63;3;Validação documentos
294;502;17;20/01/2018;10:06:38;0.0128;49060.33;65304.87;16244.54;1395.59;47;2;Validação documentos
684;231;17;27/10/2021;15:10:18;0.02;98442.57;177370.84;78928.27;2314.69;96;6;Validação documentos
251;588;18;14/06/2020;07:39:19;0.0123;58117.57;92667.10;34549.53;1071.39;90;3;Validação documentos
812;90;18;25/09/2011;14:22:59;0.025;122410.31;222996.37;100586.06;3905.04;62;4;Validação documentos
971;747;18;25/01/2014;20:15:59;0.0235;28339.93;34819.45;6479.52;746.24;96;0;Validação documentos
988;69;18;09/01/2012;20:32:03;0.0167;40953.15;70399.33;29446.18;2533.24;19;0;Validação documentos
1000;979;18;20/07/2019;10:13:31;0.0236;102423.66;131375.93;28952.27;9240.94;13;4;Validação documentos
1042;275;18;28/04/2015;08:26:36;0.0118;29483.43;38574.48;9091.05;1206.45;29;2;Validação documentos
1624;843;18;30/04/2018;23:17:27;0.0197;136705.50;170708.60;34003.10;10615.31;15;6;Validação documentos
1849;733;18;21/07/2018;02:27:59;0.0125;106117.91;191298.79;85180.88;1765.68;112;2;Validação documentos
70;49;19;23/12/2011;02:03:18;0.01;129370.04;190944.62;61574.58;3406.81;48;6;Validação documentos
411;611;19;25/01/2010;01:48:52;0.0153;16101.86;27237.48;11135.62;902.32;21;2;Validação documentos
1593;317;19;28/12/2017;19:30:31;0.0135;131054.29;225354.74;94300.45;2276.16;112;1;Validação documentos
1652;506;19;24/08/2019;17:07:55;0.0154;141379.94;247982.84;106602.90;3489.35;64;1;Validação documentos
1862;664;19;20/11/2018;06:51:47;0.0145;152883.65;192177.16;39293.51;4803.19;43;4;Validação documentos
1890;442;19;19/12/2017;09:44:00;0.0194;139973.05;195488.33;55515.28;3132.00;105;2;Validação documentos
1311;243;20;03/04/2022;08:59:36;0.0098;140577.88;201068.12;60490.24;4764.10;35;0;Validação documentos
1415;82;20;23/10/2018;09:29:32;0.024;68426.28;104815.19;36388.91;1840.24;94;6;Validação documentos
770;944;21;14/09/2015;16:29:25;0.0218;41278.79;67154.45;25875.66;1636.91;37;5;Validação documentos
868;5;21;30/10/2010;04:10:42;0.009;95588.57;173050.34;77461.77;1403.07;106;3;Validação documentos
1012;981;21;08/09/2012;12:56:22;0.0193;105583.70;205614.70;100031.00;3070.52;57;2;Validação documentos
1601;107;21;21/01/2018;17:23:59;0.0237;38977.17;53357.45;14380.28;4066.90;11;0;Validação documentos
175;135;22;05/10/2013;14:39:58;0.0219;26496.31;49172.28;22675.97;1347.44;26;5;Validação documentos
178;694;22;19/08/2017;03:46:19;0.0216;67887.72;90968.57;23080.85;1926.60;67;2;Validação documentos
568;817;22;27/02/2010;21:33:41;0.0083;1547.45;2178.30;630.85;97.98;17;2;Validação documentos
705;103;22;16/11/2017;08:28:19;0.0228;36080.00;60873.64;24793.64;892.49;113;3;Validação documentos
775;449;22;17/06/2012;09:24:23;0.0137;9688.83;14446.37;4757.54;217.98;69;5;Validação documentos
1803;677;22;16/11/2011;10:23:55;0.0112;155099.95;228671.54;73571.59;2726.75;91;6;Validação documentos
49;916;23;30/08/2013;05:08:32;0.0218;16166.08;20300.80;4134.72;394.28;104;1;Validação documentos
168;376;23;22/12/2011;20:22:34;0.0131;190416.90;226478.76;36061.86;13269.33;16;3;Validação documentos
1996;152;23;19/09/2021;16:22:25;0.0248;27454.48;35170.43;7715.95;725.30;114;4;Validação documentos
12;527;24;04/04/2011;05:16:06;0.0176;5129.28;6535.72;1406.44;444.86;13;5;Validação documentos
118;111;24;21/07/2019;10:46:13;0.0206;110206.59;174949.50;64742.91;3026.73;68;3;Validação documentos
447;634;24;08/07/2017;03:33:02;0.0208;26959.72;34200.08;7240.36;660.09;92;2;Validação documentos
1123;764;24;08/07/2020;01:44:02;0.0208;135426.18;188292.24;52866.06;3108.16;115;1;Validação documentos
1182;376;24;10/06/2022;03:54:48;0.0126;113718.30;176885.40;63167.10;7473.19;17;4;Validação documentos
1556;58;24;24/02/2022;13:47:33;0.0126;158065.16;193160.85;35095.69;2580.51;118;3;Validação documentos
1872;260;24;18/04/2019;05:07:04;0.0094;168158.09;234448.17;66290.08;2757.72;91;2;Validação documentos
28;90;25;04/06/2012;10:18:14;0.0098;44786.93;60061.01;15274.08;1682.30;31;6;Validação documentos
121;87;25;11/12/2017;04:01:00;0.0174;29024.33;53930.86;24906.53;979.79;42;2;Validação documentos
941;429;25;22/01/2011;21:35:33;0.0107;30435.38;52108.68;21673.30;30761.04;1;0;Validação documentos
1293;330;25;24/04/2015;06:07:03;0.0165;104671.53;208308.58;103637.05;2097.11;106;5;Validação documentos
1517;700;25;19/07/2022;15:54:15;0.0144;134358.30;164296.25;29937.95;2441.29;110;6;Validação documentos
1971;462;25;29/04/2019;03:16:45;0.0201;48587.75;82752.85;34165.10;2227.24;29;5;Validação documentos
81;279;26;02/09/2010;16:34:41;0.0137;65800.08;111918.44;46118.36;1535.55;65;3;Validação documentos
575;778;26;05/09/2012;01:27:21;0.0113;131018.79;196110.87;65092.08;2406.43;85;5;Validação documentos
1138;425;26;20/02/2013;06:54:00;0.0154;175996.63;214598.60;38601.97;8265.78;26;2;Validação documentos
1470;660;26;05/07/2017;19:19:38;0.0178;41604.71;83041.15;41436.44;848.21;117;3;Validação documentos
1578;527;26;21/06/2022;18:40:39;0.0093;173305.89;224957.59;51651.70;12431.88;15;3;Validação documentos
1878;521;26;12/02/2011;01:51:54;0.0107;83570.50;141770.03;58199.53;5710.84;16;2;Validação documentos
1968;556;26;19/07/2011;18:54:19;0.013;36263.89;45593.80;9329.91;702.89;86;0;Validação documentos
38;427;27;25/05/2015;01:27:11;0.0103;35424.00;56750.68;21326.68;559.64;103;3;Validação documentos
712;138;27;26/08/2010;06:06:59;0.0222;147228.59;193295.68;46067.09;4271.20;66;0;Validação documentos
1774;347;27;08/11/2016;21:51:46;0.0197;158689.09;234716.44;76027.35;3489.19;116;2;Validação documentos
1848;444;27;30/04/2011;05:43:17;0.0224;40573.22;61140.97;20567.75;978.97;119;1;Validação documentos
1883;476;27;12/09/2014;12:29:34;0.0246;29530.20;35056.88;5526.68;2871.85;12;4;Validação documentos
10;413;28;29/03/2020;02:08:32;0.0147;149661.37;192346.80;42685.43;2993.29;91;6;Validação documentos
262;122;28;14/04/2011;03:27:11;0.0171;81836.82;104094.88;22258.06;1701.16;102;5;Validação documentos
297;746;28;30/09/2011;09:54:13;0.0209;105405.19;166354.02;60948.83;2780.20;76;0;Validação documentos
354;662;28;01/09/2020;21:50:56;0.0151;122141.83;242789.63;120647.80;2752.23;74;4;Validação documentos
916;457;28;11/02/2021;10:11:51;0.0095;155359.45;221739.32;66379.87;4999.72;37;2;Validação documentos
1169;115;28;30/08/2018;07:16:52;0.0165;132221.19;227756.23;95535.04;2953.50;82;2;Validação documentos
1840;769;28;09/11/2022;21:15:07;0.0207;133660.50;197742.96;64082.46;4724.38;43;3;Validação documentos
534;215;29;24/12/2014;23:44:31;0.0219;1493.21;1923.68;430.47;142.85;12;2;Validação documentos
583;600;29;30/05/2015;13:10:27;0.015;91583.79;119903.60;28319.81;2157.74;68;4;Validação documentos
957;604;29;29/07/2013;00:26:58;0.0189;23178.34;36317.80;13139.46;535.53;91;4;Validação documentos
1336;185;29;08/01/2013;19:54:38;0.0154;26426.44;41567.94;15141.50;1281.59;25;6;Validação documentos
1349;579;29;03/11/2016;15:38:21;0.0171;48549.13;87596.50;39047.37;4196.72;13;4;Validação documentos
1516;933;29;12/09/2020;18:09:07;0.0096;89242.32;159243.81;70001.49;2643.33;41;3;Validação documentos
1907;52;29;22/07/2019;16:57:19;0.0147;93841.61;164887.85;71046.24;6278.79;17;5;Validação documentos
1974;897;29;21/06/2016;01:12:41;0.0232;13329.86;16882.67;3552.81;780.48;22;6;Validação documentos
346;163;30;17/02/2020;17:57:46;0.0213;112916.10;143911.36;30995.26;2862.65;87;1;Validação documentos
623;584;30;20/11/2011;13:17:07;0.0174;31351.03;45070.30;13719.27;1557.22;25;5;Validação documentos
1162;812;30;30/11/2011;14:01:58;0.0102;162134.06;214281.02;52146.96;2800.17;88;5;Validação documentos
1599;794;30;15/09/2011;01:49:26;0.0228;112893.18;160768.12;47874.94;8971.07;15;1;Validação documentos
1605;360;30;02/06/2022;05:55:25;0.0108;69184.68;106081.03;36896.35;1077.86;110;2;Validação documentos
951;839;31;25/08/2016;10:58:09;0.0184;85930.34;112946.38;27016.04;1944.45;92;3;Validação documentos
1963;392;31;14/09/2019;13:24:18;0.0242;66105.03;96572.10;30467.07;1737.51;106;3;Validação documentos
1984;588;31;27/05/2013;22:33:23;0.0249;101739.98;193983.64;92243.66;5089.53;28;0;Validação documentos
40;182;32;06/03/2013;07:07:34;0.0176;79874.02;99049.63;19175.61;4109.09;24;1;Validação documentos
403;581;32;02/12/2010;04:07:07;0.0092;10920.92;15667.98;4747.06;261.29;53;3;Validação documentos
490;548;32;02/04/2013;05:55:14;0.0154;53880.42;97323.94;43443.52;1513.38;52;5;Validação documentos
743;511;32;17/10/2015;18:24:42;0.0116;147211.86;200167.25;52955.39;7938.93;21;1;Validação documentos
964;949;32;01/05/2018;22:41:10;0.0209;16570.47;27458.76;10888.29;458.70;68;5;Validação documentos
968;103;32;21/06/2013;08:12:05;0.013;93779.88;115429.08;21649.20;1706.72;97;0;Validação documentos
1583;160;32;27/01/2021;03:14:46;0.0087;57813.79;106288.07;48474.28;6706.42;9;0;Validação documentos
889;246;33;02/04/2016;08:31:07;0.0177;103783.51;175148.39;71364.88;3364.76;45;5;Validação documentos
1689;816;33;06/11/2014;06:59:00;0.0122;101627.79;124087.64;22459.85;3759.54;33;5;Validação documentos
371;294;34;18/01/2016;09:17:32;0.0225;18580.96;24331.13;5750.17;901.65;28;0;Validação documentos
1180;750;34;21/10/2010;02:12:09;0.0193;102268.52;158960.17;56691.65;3098.91;53;0;Validação documentos
1288;471;34;25/03/2021;18:41:06;0.0137;71697.99;118154.95;46456.96;1673.19;65;0;Validação documentos
1787;391;34;16/12/2010;14:19:59;0.0169;54972.16;83383.05;28410.89;1479.43;59;6;Validação documentos
143;519;35;10/05/2015;13:26:19;0.0124;69325.85;101029.22;31703.37;2511.36;34;4;Validação documentos
574;396;35;29/01/2011;06:02:10;0.0115;72222.75;87211.10;14988.35;1536.76;68;1;Validação documentos
1692;18;35;15/06/2013;08:53:20;0.0174;58403.13;83810.27;25407.14;1495.07;66;4;Validação documentos
71;804;36;15/05/2010;10:40:14;0.0228;66329.20;98562.45;32233.25;14186.86;5;4;Validação documentos
473;462;36;07/07/2013;04:08:36;0.014;66532.94;128266.34;61733.40;4207.22;18;6;Validação documentos
987;815;36;16/12/2022;15:39:28;0.011;118495.69;203830.96;85335.27;2137.87;86;1;Validação documentos
1079;569;36;30/08/2017;14:01:22;0.0097;41168.58;52200.81;11032.23;660.99;96;3;Validação documentos
1684;868;36;21/12/2020;01:38:42;0.016;124537.07;172060.29;47523.22;4886.84;33;4;Validação documentos
1892;112;36;02/10/2017;04:39:32;0.0192;42179.44;54439.24;12259.80;923.89;110;0;Validação documentos
131;694;37;17/01/2021;09:28:43;0.0222;101045.70;183975.03;82929.33;7572.35;16;4;Validação documentos
172;381;37;30/08/2020;10:32:52;0.0186;90424.09;135771.10;45347.01;1897.54;118;1;Validação documentos
468;961;37;31/07/2015;09:42:43;0.025;111860.21;209814.23;97954.02;3382.42;71;4;Validação documentos
494;745;37;03/11/2015;08:31:45;0.0099;77031.17;124517.06;47485.89;1246.90;96;1;Validação documentos
761;434;37;19/04/2011;07:07:17;0.0221;66852.92;104830.16;37977.24;2198.50;51;3;Validação documentos
1832;948;37;21/05/2015;02:12:40;0.0203;41083.99;60138.63;19054.64;2881.85;17;6;Validação documentos
1867;650;37;29/09/2022;12:09:04;0.0223;44931.24;62882.53;17951.29;1103.94;108;0;Validação documentos
1925;995;37;11/03/2022;06:51:56;0.0235;44324.38;75272.77;30948.39;2516.67;23;5;Validação documentos
1966;679;37;24/02/2011;17:27:13;0.0215;149294.23;178817.54;29523.31;4489.64;59;4;Validação documentos
222;173;38;09/02/2019;23:03:58;0.0233;137141.03;166060.29;28919.26;6900.48;27;2;Validação documentos
480;560;38;03/11/2011;04:11:56;0.0083;70831.89;107264.52;36432.63;1204.60;81;3;Validação documentos
710;845;38;14/07/2012;02:25:07;0.0099;149926.14;217880.51;67954.37;2328.32;103;1;Validação documentos
890;685;38;09/07/2021;20:15:50;0.0159;12091.01;16030.62;3939.61;236.71;106;2;Validação documentos
929;922;38;09/08/2021;07:49:06;0.0229;128793.36;165356.94;36563.58;3190.87;114;6;Validação documentos
1023;195;38;07/09/2014;16:31:55;0.022;92616.13;127684.77;35068.64;5355.72;22;5;Validação documentos
18;909;39;14/11/2018;13:53:23;0.0209;50519.77;68706.61;18186.84;1461.12;62;3;Validação documentos
395;724;39;26/07/2010;18:57:38;0.015;30797.01;47054.31;16257.30;4667.48;7;3;Validação documentos
1954;391;39;07/10/2019;06:05:23;0.0198;111634.40;178116.70;66482.30;4135.34;39;0;Validação documentos
1216;239;40;14/08/2019;14:15:14;0.0187;77700.32;137032.72;59332.40;2028.46;68;2;Validação documentos
1438;261;40;27/02/2017;22:52:51;0.0201;72067.26;138914.27;66847.01;1688.75;98;2;Validação documentos
1595;248;40;19/08/2022;22:29:01;0.022;4063.96;5436.18;1372.22;275.86;18;0;Validação documentos
1808;745;40;24/05/2016;01:31:09;0.0214;23485.88;46646.94;23161.06;580.22;95;5;Validação documentos
407;793;41;05/05/2018;00:13:50;0.011;83168.98;148156.91;64987.93;1634.30;75;3;Validação documentos
459;746;41;27/11/2013;10:52:15;0.015;5419.38;7083.25;1663.87;122.66;73;2;Validação documentos
1738;219;41;22/05/2021;08:30:28;0.0177;148260.38;235254.36;86993.98;3923.15;63;3;Validação documentos
74;521;42;15/01/2011;13:38:20;0.0149;183802.99;225791.78;41988.79;3646.73;94;6;Validação documentos
136;658;42;21/12/2011;10:16:28;0.0246;29567.91;52244.44;22676.53;1247.44;36;3;Validação documentos
315;183;42;16/06/2015;13:55:34;0.0153;137071.42;165345.14;28273.72;3748.04;54;5;Validação documentos
648;794;42;30/11/2020;10:49:07;0.0095;115351.00;211447.42;96096.42;2157.45;75;1;Validação documentos
1084;126;42;08/08/2022;23:34:41;0.0221;133629.73;165005.29;31375.56;3645.45;76;1;Validação documentos
1351;71;42;12/02/2021;09:06:07;0.0154;80735.34;154852.70;74117.36;2071.29;60;5;Validação documentos
1511;929;42;05/04/2016;18:49:28;0.0145;149434.98;233106.08;83671.10;3357.79;72;6;Validação documentos
592;379;43;29/02/2016;18:31:24;0.0225;53675.36;99134.66;45459.30;2479.77;30;0;Validação documentos
745;858;43;29/10/2014;21:51:49;0.0246;61551.75;89339.63;27787.88;1797.69;76;6;Validação documentos
781;103;43;17/08/2021;17:31:09;0.0214;11453.40;14530.19;3076.79;274.86;105;0;Validação documentos
949;560;43;04/05/2016;11:50:24;0.0121;76701.28;123000.84;46299.56;3573.84;25;1;Validação documentos
1088;358;43;28/03/2014;03:47:41;0.0202;67799.94;112570.98;44771.04;1647.41;89;3;Validação documentos
1407;667;43;07/07/2010;02:02:57;0.0094;66156.24;89567.96;23411.72;1335.25;67;0;Validação documentos
1676;924;43;26/07/2017;11:23:19;0.017;118131.86;192952.64;74820.78;3323.16;55;3;Validação documentos
587;266;44;01/04/2021;02:29:52;0.0137;76609.38;150537.10;73927.72;1770.97;66;1;Validação documentos
664;971;44;08/02/2013;15:10:39;0.0134;18178.53;34721.08;16542.55;306.46;119;0;Validação documentos
776;744;44;02/08/2022;22:51:19;0.0121;63088.85;93017.02;29928.17;1010.86;117;3;Validação documentos
1631;784;44;03/06/2018;17:54:50;0.0178;7629.91;10451.96;2822.05;199.03;65;6;Validação documentos
1656;682;44;28/04/2020;10:43:12;0.0223;11145.28;15777.05;4631.77;11393.82;1;0;Validação documentos
1779;245;44;02/10/2012;15:36:26;0.0238;27959.51;48966.22;21006.71;1208.69;34;1;Validação documentos
31;997;45;29/04/2018;07:44:00;0.0096;112587.57;140514.26;27926.69;1636.95;113;4;Validação documentos
257;690;45;30/10/2018;23:58:47;0.0172;176449.99;240493.02;64043.03;3655.33;104;0;Validação documentos
281;723;45;10/01/2013;11:30:48;0.0102;140906.90;209022.44;68115.54;3920.34;45;2;Validação documentos
1018;840;45;01/08/2015;15:02:58;0.0248;122930.67;175352.43;52421.76;12906.25;11;5;Validação documentos
1439;999;45;27/04/2019;09:26:45;0.023;142746.74;187878.54;45131.80;4012.13;75;4;Validação documentos
1773;27;45;20/09/2022;14:53:47;0.0096;72508.41;112191.98;39683.57;5959.54;13;1;Validação documentos
75;504;46;22/05/2010;13:35:02;0.0107;53891.91;82607.67;28715.76;799.59;120;5;Validação documentos
298;475;46;28/03/2015;08:52:15;0.0128;81338.81;115991.17;34652.36;1782.10;69;4;Validação documentos
452;43;46;20/06/2022;23:44:00;0.0099;19728.66;29913.81;10185.15;1624.83;13;1;Validação documentos
1998;657;46;06/12/2018;01:01:28;0.0166;179835.53;217734.40;37898.87;4007.08;83;4;Validação documentos
42;661;47;06/03/2011;06:44:23;0.0135;68016.90;82315.96;14299.06;2507.85;34;3;Validação documentos
192;594;47;07/06/2016;00:12:45;0.0182;152375.39;249035.39;96660.00;7408.36;26;3;Validação documentos
864;378;47;16/12/2013;16:14:48;0.0158;79873.74;103169.64;23295.90;2709.10;40;3;Validação documentos
1083;820;47;07/09/2012;00:10:10;0.0155;105206.31;194504.44;89298.13;1965.96;115;6;Validação documentos
1155;707;47;30/04/2011;01:21:13;0.0087;15848.66;19948.27;4099.61;218.62;115;5;Validação documentos
1478;637;47;15/01/2014;10:08:53;0.0138;125713.57;172106.20;46392.63;2537.19;84;3;Validação documentos
1697;564;47;14/02/2022;03:38:55;0.0223;55592.06;107539.76;51947.70;1382.27;103;2;Validação documentos
1745;424;47;27/08/2017;09:57:32;0.0234;12940.98;20831.83;7890.85;517.83;38;6;Validação documentos
275;332;48;07/08/2017;19:30:22;0.0166;46387.89;88725.05;42337.16;978.15;94;0;Validação documentos
361;265;48;29/10/2016;01:44:48;0.0189;100862.14;153122.88;52260.74;7363.94;16;3;Validação documentos
1223;279;48;13/07/2016;07:46:49;0.0146;43924.50;59711.93;15787.43;9173.40;5;5;Validação documentos
1450;920;48;09/11/2014;01:19:32;0.014;3656.33;4440.22;783.89;75.75;81;6;Validação documentos
1508;528;48;22/04/2022;08:52:14;0.0146;112141.85;201827.11;89685.26;5055.54;27;2;Validação documentos
350;738;49;28/03/2014;12:35:12;0.0171;106319.84;210478.52;104158.68;2656.82;68;6;Validação documentos
409;467;49;11/07/2014;01:42:45;0.0096;35554.28;60545.37;24991.09;1454.14;28;2;Validação documentos
559;375;49;19/09/2022;03:36:25;0.0213;103759.69;158635.86;54876.17;3708.34;43;6;Validação documentos
927;371;49;20/10/2010;21:02:24;0.0222;64101.70;81144.26;17042.56;3714.53;22;3;Validação documentos
1154;326;49;03/08/2014;01:53:03;0.0111;166623.72;228895.44;62271.72;2550.52;117;2;Validação documentos
1220;917;49;03/08/2020;01:49:36;0.014;91234.45;180077.48;88843.03;1733.65;96;5;Validação documentos
1751;109;49;31/05/2015;07:00:45;0.018;4285.81;7194.61;2908.80;120.86;57;5;Validação documentos
1295;927;50;28/01/2022;10:40:18;0.0123;157633.95;199276.92;41642.97;2600.14;112;3;Validação documentos
1572;950;50;10/06/2017;00:24:36;0.0124;96023.28;148429.81;52406.53;1559.48;117;5;Validação documentos
778;452;51;24/11/2015;05:43:38;0.0248;107064.71;137822.99;30758.28;4990.40;31;3;Validação documentos
1741;295;51;07/09/2020;16:30:31;0.0083;9775.19;19046.08;9270.89;146.15;98;3;Validação documentos
1910;997;51;10/06/2013;13:45:19;0.0181;18534.02;24177.91;5643.89;768.11;32;0;Validação documentos
613;737;52;15/08/2016;18:56:29;0.0117;154962.50;206269.97;51307.47;2971.11;81;5;Validação documentos
898;82;52;07/06/2013;01:07:57;0.0107;107944.66;186552.83;78608.17;1940.13;85;2;Validação documentos
1015;120;52;04/05/2015;11:35:01;0.0124;75962.67;112835.80;36873.13;3227.74;28;3;Validação documentos
279;517;53;25/01/2012;05:11:57;0.0086;84614.58;162394.06;77779.48;2235.01;46;0;Validação documentos
312;942;53;13/04/2016;11:27:07;0.018;116670.34;178652.68;61982.34;3290.21;57;5;Validação documentos
373;548;53;17/02/2011;22:45:36;0.0222;98283.60;139798.65;41515.05;2401.18;109;4;Validação documentos
940;991;53;05/05/2013;08:02:03;0.0094;30032.33;36866.80;6834.47;575.95;72;5;Validação documentos
1320;5;53;19/12/2012;17:27:53;0.0159;59852.05;79229.78;19377.73;2592.21;29;5;Validação documentos
1768;542;53;24/05/2012;00:09:06;0.0247;102826.16;134778.99;31952.83;6846.14;19;5;Validação documentos
1078;395;54;19/02/2014;03:14:51;0.0244;39138.66;49429.78;10291.12;20288.44;2;5;Validação documentos
1627;651;54;11/09/2010;16:37:09;0.0229;102199.63;152867.12;50667.49;2579.76;105;1;Validação documentos
1677;881;54;06/04/2022;04:53:30;0.0117;130962.24;236449.64;105487.40;2162.43;106;5;Validação documentos
1748;7;54;23/09/2013;09:38:22;0.0187;28240.99;41620.86;13379.87;947.36;44;6;Validação documentos
1047;166;55;13/02/2018;23:05:51;0.0141;25122.99;32393.19;7270.20;1032.80;30;5;Validação documentos
1225;589;55;12/02/2010;20:15:46;0.0169;79199.41;157968.47;78769.06;1634.22;102;4;Validação documentos
1943;937;55;15/04/2010;13:27:17;0.0119;160604.93;216225.23;55620.30;3599.40;64;0;Validação documentos
237;862;56;15/05/2018;03:08:54;0.011;78874.82;115096.34;36221.52;1944.94;54;1;Validação documentos
238;201;56;29/03/2020;11:46:53;0.0189;71355.92;90989.60;19633.68;1529.58;114;6;Validação documentos
507;52;56;24/04/2012;03:31:44;0.0151;89815.73;144180.40;54364.67;1882.95;85;3;Validação documentos
589;319;56;24/11/2017;00:10:02;0.0115;75760.50;108888.98;33128.48;2000.81;50;2;Validação documentos
753;867;56;17/10/2020;04:01:09;0.0118;71643.04;94801.74;23158.70;2350.44;38;3;Validação documentos
1520;510;56;14/10/2012;20:52:48;0.018;112487.74;224818.40;112330.66;4359.84;35;6;Validação documentos
1891;188;56;18/11/2016;07:56:20;0.0139;90814.59;160733.90;69919.31;3156.13;37;0;Validação documentos
196;818;57;14/03/2017;21:57:22;0.0084;71001.68;140713.99;69712.31;1201.54;82;5;Validação documentos
1167;204;57;18/06/2014;10:14:22;0.0111;132997.94;170799.29;37801.35;2233.34;98;3;Validação documentos
911;124;58;26/05/2019;21:22:38;0.0088;23833.83;28268.19;4434.36;332.03;114;0;Validação documentos
1151;200;58;19/05/2015;07:38:06;0.023;41882.61;55429.71;13547.10;1523.44;44;1;Validação documentos
1441;342;58;26/02/2021;21:19:33;0.0239;35917.27;55694.86;19777.59;968.70;92;4;Validação documentos
657;782;59;04/11/2015;16:57:19;0.0158;100683.18;172385.57;71702.39;1963.49;106;4;Validação documentos
846;817;59;02/06/2020;10:09:57;0.0166;75574.24;92324.12;16749.88;2750.01;37;3;Validação documentos
1001;382;59;23/11/2022;00:22:52;0.0173;48982.13;63327.36;14345.23;1403.08;54;6;Validação documentos
1173;484;59;10/12/2016;20:34:20;0.008;98816.89;164708.79;65891.90;1324.58;114;0;Validação documentos
271;371;60;07/03/2017;13:37:47;0.0115;98377.84;194572.02;96194.18;2423.53;55;4;Validação documentos
541;975;60;14/05/2019;08:49:23;0.0172;155677.25;195077.87;39400.62;3107.45;116;2;Validação documentos
171;287;61;25/08/2012;06:18:44;0.0202;65243.90;81561.96;16318.06;1549.75;95;5;Validação documentos
732;446;61;27/01/2018;18:07:51;0.0232;3643.83;4746.41;1102.58;101.04;79;6;Validação documentos
847;340;61;13/01/2012;07:08:25;0.0216;147145.05;242003.35;94858.30;10433.92;17;6;Validação documentos
871;204;61;24/07/2015;17:40:27;0.0112;111999.04;141174.23;29175.19;4989.16;26;5;Validação documentos
1202;727;61;10/07/2013;21:51:09;0.0196;78432.30;151023.86;72591.56;7398.32;12;2;Validação documentos
1364;106;61;07/01/2018;19:05:43;0.0223;172984.90;216795.47;43810.57;4521.21;87;6;Validação documentos
1389;816;61;05/04/2013;16:23:26;0.0176;23214.49;41458.00;18243.51;470.79;116;6;Validação documentos
1637;624;61;07/08/2016;01:58:15;0.0081;67980.47;111265.80;43285.33;2184.61;36;6;Validação documentos
617;410;62;26/09/2014;14:31:38;0.0151;19352.04;37225.21;17873.17;439.33;73;5;Validação documentos
695;583;62;03/11/2021;15:35:10;0.0203;155637.62;191034.54;35396.92;9176.80;21;4;Validação documentos
817;974;62;23/02/2015;09:09:08;0.0169;37342.07;46838.35;9496.28;1157.75;47;1;Validação documentos
1297;736;62;14/01/2019;20:56:39;0.0182;78684.07;96060.85;17376.78;1621.64;119;4;Validação documentos
1412;29;62;27/05/2016;16:21:41;0.0133;89540.98;108788.44;19247.46;1712.27;90;4;Validação documentos
1858;756;62;31/07/2019;00:16:19;0.0198;95566.49;122175.94;26609.45;6363.28;18;1;Validação documentos
17;543;63;27/05/2019;06:18:08;0.0237;35834.33;65794.08;29959.75;907.86;117;1;Validação documentos
160;609;63;29/01/2014;11:33:43;0.0135;12591.13;17199.61;4608.48;301.08;62;5;Validação documentos
356;102;63;01/04/2019;15:30:13;0.0089;158206.13;224611.67;66405.54;3757.20;53;5;Validação documentos
663;498;63;24/05/2015;02:17:25;0.0249;165367.65;247848.06;82480.41;12657.14;16;1;Validação documentos
727;457;63;03/10/2016;05:45:39;0.0111;92949.74;163489.66;70539.92;1719.65;83;3;Validação documentos
