cod_transacao;num_conta;data_transacao;horario_transacao;nome_transacao;valor_transacao
15491;484;30/11/2021;16:11:32;Compra Crédito;-18.75
18565;484;16/03/2022;02:54:08;Compra Crédito;-25.10
21197;484;04/09/2022;10:09:03;Compra Crédito;-11.17
25554;484;07/11/2022;06:32:00;Compra Crédito;-19.46
28991;484;07/11/2022;06:43:21;Compra Crédito;-34.29
29513;484;07/11/2022;08:32:44;Compra Crédito;-23.75
30706;484;07/11/2022;18:05:27;Compra Crédito;-40.45
32406;484;08/11/2022;02:05:18;Compra Crédito;-14.19
33509;484;12/11/2022;20:30:53;Compra Crédito;-8.96
39196;484;19/12/2022;13:39:41;Compra Crédito;-32.12
44538;484;21/12/2022;04:20:56;Compra Crédito;-7.53
45593;484;21/12/2022;05:21:29;Compra Crédito;-72.49
48335;484;28/12/2022;21:04:45;Compra Crédito;-17.45
53486;484;29/12/2022;23:50:04;Compra Crédito;-22.78
60977;484;29/12/2022;23:59:55;Compra Crédito;-31.23
65123;484;29/12/2022;23:59:59;Compra Crédito;-11.30
67638;484;29/12/2022;23:59:59;Compra Crédito;-49.26
2781;740;19/09/2020;15:34:23;Compra Crédito;-10.64
7091;740;19/09/2020;17:19:34;Compra Crédito;-13.04
9045;740;21/09/2020;03:22:25;Compra Crédito;-20.90
11182;740;21/09/2020;18:23:31;Compra Crédito;-17.93
13483;740;22/09/2020;11:28:51;Compra Crédito;-27.60
14397;740;24/09/2020;13:49:44;Compra Crédito;-6.34
16670;740;24/05/2021;07:30:04;Compra Crédito;-38.89
26497;740;03/08/2021;13:04:38;Compra Crédito;-45.34
26936;740;06/08/2021;02:14:22;Compra Crédito;-55.39
27411;740;26/07/2022;13:57:24;Compra Crédito;-39.13
29431;740;03/08/2022;16:58:44;Compra Crédito;-70.79
34526;740;06/08/2022;02:32:57;Compra Crédito;-124.48
40437;740;06/08/2022;02:36:54;Compra Crédito;-31.53
48219;740;16/10/2022;13:15:59;Compra Crédito;-9.94
48983;740;16/10/2022;13:17:25;Compra Crédito;-33.37
57838;740;18/12/2022;02:16:55;Compra Crédito;-48.27
58368;740;19/12/2022;11:12:15;Compra Crédito;-61.35
61035;740;28/12/2022;14:47:08;Compra Crédito;-10.90
63224;740;28/12/2022;16:35:14;Compra Crédito;-16.93
63433;740;29/12/2022;12:39:07;Compra Crédito;-100.86
64885;740;29/12/2022;15:15:05;Compra Crédito;-74.84
69819;740;29/12/2022;23:43:34;Compra Crédito;-48.48
70524;740;29/12/2022;23:50:54;Compra Crédito;-45.98
1460;996;28/02/2017;02:48:58;Compra Crédito;-118.07
2451;996;03/03/2017;09:21:14;Compra Crédito;-20.36
3737;996;05/03/2017;15:18:36;Compra Crédito;-66.15
6323;996;20/03/2017;02:41:00;Compra Crédito;-15.02
8026;996;22/03/2017;06:33:35;Compra Crédito;-164.97
8730;996;22/03/2017;08:12:49;Compra Crédito;-8.36
9403;996;05/04/2017;09:25:17;Compra Crédito;-33.25
14984;996;14/04/2017;22:19:16;Compra Crédito;-51.59
16540;996;19/06/2017;23:19:32;Compra Crédito;-6.30
21543;996;18/07/2018;20:25:34;Compra Crédito;-32.06
22123;996;31/07/2018;05:28:49;Compra Crédito;-70.12
30959;996;26/12/2022;13:54:56;Compra Crédito;-84.42
31205;996;27/12/2022;11:06:20;Compra Crédito;-183.56
33321;996;29/12/2022;21:48:51;Compra Crédito;-80.35
34375;996;29/12/2022;23:29:13;Compra Crédito;-53.47
45530;996;29/12/2022;23:59:56;Compra Crédito;-165.65
47215;996;29/12/2022;23:59:59;Compra Crédito;-26.36
47955;996;29/12/2022;00:00:00;Compra Crédito;-32.52
48638;996;29/12/2022;23:59:59;Compra Crédito;-8.32
51003;996;29/12/2022;00:00:00;Compra Crédito;-8.65
55528;996;29/12/2022;23:59:59;Compra Crédito;-10.76
55945;996;29/12/2022;00:00:00;Compra Crédito;-9.54
64014;996;29/12/2022;00:00:00;Compra Crédito;-28.38
64215;996;29/12/2022;00:00:00;Compra Crédito;-96.05
65671;996;29/12/2022;00:00:00;Compra Crédito;-86.50
5349;229;12/02/2013;10:20:14;Compra Crédito;-99.18
5495;229;15/04/2013;21:42:51;Compra Crédito;-219.39
9064;229;27/08/2013;06:44:55;Compra Crédito;-71.65
11236;229;31/08/2013;05:15:48;Compra Crédito;-50.50
11320;229;03/11/2013;07:54:32;Compra Crédito;-85.51
14606;229;30/11/2013;19:01:55;Compra Crédito;-21.15
18148;229;03/12/2013;14:40:34;Compra Crédito;-13.30
21507;229;18/05/2014;13:21:16;Compra Crédito;-60.71
22709;229;18/07/2014;03:12:42;Compra Crédito;-25.64
25775;229;18/07/2014;07:13:20;Compra Crédito;-61.42
25867;229;02/09/2014;00:48:47;Compra Crédito;-56.60
26312;229;02/09/2014;00:49:29;Compra Crédito;-48.65
26955;229;02/09/2014;00:53:31;Compra Crédito;-16.10
28270;229;05/09/2014;11:58:59;Compra Crédito;-33.22
28591;229;23/10/2014;18:52:15;Compra Crédito;-14.37
28663;229;23/10/2014;19:18:54;Compra Crédito;-37.81
29194;229;25/10/2014;05:59:45;Compra Crédito;-40.92
29547;229;25/10/2014;21:21:17;Compra Crédito;-49.43
33663;229;08/11/2014;17:53:52;Compra Crédito;-68.55
39397;229;19/11/2014;23:35:49;Compra Crédito;-43.43
40643;229;26/11/2014;12:36:50;Compra Crédito;-38.62
46099;229;02/12/2014;21:20:08;Compra Crédito;-70.52
46951;229;26/12/2014;17:19:00;Compra Crédito;-33.13
50392;229;26/12/2014;22:18:27;Compra Crédito;-5.24
51099;229;27/12/2014;00:24:35;Compra Crédito;-68.69
51679;229;04/03/2015;02:14:49;Compra Crédito;-16.23
53153;229;04/03/2015;02:16:13;Compra Crédito;-128.48
57999;229;02/07/2015;12:03:10;Compra Crédito;-52.99
59436;229;17/09/2016;16:42:43;Compra Crédito;-9.23
62152;229;01/10/2016;21:05:51;Compra Crédito;-9.34
65909;229;03/11/2016;14:50:55;Compra Crédito;-33.49
66544;229;03/11/2016;16:38:35;Compra Crédito;-26.67
67266;229;03/11/2016;16:39:58;Compra Crédito;-47.23
67989;229;03/11/2016;17:55:49;Compra Crédito;-44.68
4746;485;30/09/2017;05:31:57;Compra Crédito;-330.88
4765;485;30/09/2017;05:33:05;Compra Crédito;-75.47
9920;485;25/10/2017;16:12:28;Compra Crédito;-27.74
12084;485;26/10/2017;17:54:02;Compra Crédito;-28.25
13193;485;27/10/2017;22:33:39;Compra Crédito;-22.89
16595;485;04/11/2017;08:38:18;Compra Crédito;-37.71
18770;485;06/04/2018;00:41:17;Compra Crédito;-9.60
21310;485;23/04/2018;03:11:40;Compra Crédito;-16.55
23292;485;26/04/2018;14:57:38;Compra Crédito;-71.70
23714;485;29/04/2018;15:17:24;Compra Crédito;-42.73
25028;485;08/06/2018;11:10:11;Compra Crédito;-6.88
27326;485;27/07/2018;06:51:08;Compra Crédito;-38.85
29636;485;27/07/2018;16:09:00;Compra Crédito;-147.94
31015;485;21/02/2019;02:34:57;Compra Crédito;-74.22
38157;485;30/03/2019;11:32:52;Compra Crédito;-44.77
38304;485;30/03/2019;12:01:42;Compra Crédito;-117.31
38361;485;28/04/2019;11:11:54;Compra Crédito;-33.79
41556;485;08/05/2019;07:09:14;Compra Crédito;-363.13
42535;485;13/05/2019;10:52:50;Compra Crédito;-207.09
42797;485;23/05/2019;02:46:49;Compra Crédito;-123.61
42846;485;25/05/2019;03:38:24;Compra Crédito;-42.99
42951;485;25/05/2019;23:04:40;Compra Crédito;-82.57
43313;485;04/06/2019;09:46:41;Compra Crédito;-39.60
44441;485;04/06/2019;20:42:36;Compra Crédito;-182.37
44647;485;26/05/2020;05:55:16;Compra Crédito;-22.28
45839;485;26/05/2020;06:00:23;Compra Crédito;-43.99
51600;485;25/09/2021;19:33:34;Compra Crédito;-136.67
52764;485;26/09/2021;00:02:40;Compra Crédito;-26.72
53889;485;03/10/2021;16:20:27;Compra Crédito;-71.30
56473;485;04/10/2021;06:40:27;Compra Crédito;-11.96
59358;485;07/10/2021;20:44:29;Compra Crédito;-40.14
60345;485;09/10/2021;06:53:35;Compra Crédito;-49.68
68435;485;06/07/2022;12:55:47;Compra Crédito;-93.27
4647;741;28/03/2012;13:07:18;Compra Crédito;-5.83
7254;741;01/04/2012;04:12:02;Compra Crédito;-27.37
7970;741;01/04/2012;04:25:27;Compra Crédito;-34.17
8038;741;02/04/2012;03:23:36;Compra Crédito;-15.26
10833;741;05/04/2012;15:12:03;Compra Crédito;-4.32
11532;741;07/04/2012;01:02:45;Compra Crédito;-19.12
15448;741;07/04/2012;14:41:24;Compra Crédito;-109.05
18564;741;26/04/2012;13:40:51;Compra Crédito;-138.07
22842;741;27/04/2012;13:44:10;Compra Crédito;-179.94
24027;741;07/01/2013;18:29:13;Compra Crédito;-39.05
26744;741;15/01/2013;07:33:31;Compra Crédito;-127.50
30702;741;07/06/2013;06:00:34;Compra Crédito;-14.77
30842;741;20/10/2013;12:51:42;Compra Crédito;-51.99
30975;741;19/11/2014;23:10:03;Compra Crédito;-14.39
33070;741;07/01/2015;17:16:30;Compra Crédito;-32.60
37120;741;09/01/2015;00:12:05;Compra Crédito;-42.79
40413;741;10/01/2015;03:21:32;Compra Crédito;-67.84
44535;741;12/01/2015;06:02:07;Compra Crédito;-46.81
44772;741;12/01/2015;10:36:39;Compra Crédito;-212.60
44805;741;06/05/2019;14:34:09;Compra Crédito;-22.52
45434;741;06/05/2019;19:33:51;Compra Crédito;-180.47
46980;741;09/05/2019;15:41:03;Compra Crédito;-44.03
48064;741;26/05/2019;12:33:40;Compra Crédito;-81.32
49153;741;21/06/2019;16:36:31;Compra Crédito;-5.91
58548;741;31/07/2019;00:56:28;Compra Crédito;-137.92
60435;741;01/09/2019;17:11:17;Compra Crédito;-53.52
64531;741;18/01/2020;19:34:38;Compra Crédito;-13.43
68240;741;30/08/2020;15:20:14;Compra Crédito;-99.39
68472;741;12/09/2020;08:46:00;Compra Crédito;-26.51
1642;997;19/12/2020;07:01:05;Compra Crédito;-15.14
12506;997;10/01/2021;08:27:35;Compra Crédito;-30.59
12836;997;27/01/2021;03:24:38;Compra Crédito;-22.63
13770;997;13/02/2021;05:48:00;Compra Crédito;-32.02
15584;997;14/02/2021;03:20:59;Compra Crédito;-51.61
16121;997;16/02/2021;11:56:32;Compra Crédito;-61.79
21247;997;03/03/2021;15:40:38;Compra Crédito;-59.26
30398;997;22/04/2022;01:11:51;Compra Crédito;-31.50
30430;997;01/09/2022;22:50:37;Compra Crédito;-37.15
44354;997;29/12/2022;20:32:11;Compra Crédito;-57.75
47167;997;29/12/2022;23:58:54;Compra Crédito;-70.48
53176;997;29/12/2022;23:59:59;Compra Crédito;-60.87
53732;997;29/12/2022;23:59:59;Compra Crédito;-95.35
56498;997;29/12/2022;23:59:59;Compra Crédito;-11.25
58811;997;29/12/2022;23:59:59;Compra Crédito;-49.99
60140;997;29/12/2022;23:59:59;Compra Crédito;-21.48
62058;997;29/12/2022;23:59:59;Compra Crédito;-55.21
62592;997;29/12/2022;00:00:00;Compra Crédito;-11.55
62660;997;29/12/2022;23:59:59;Compra Crédito;-39.30
67491;997;29/12/2022;00:00:00;Compra Crédito;-17.18
69290;997;29/12/2022;23:59:59;Compra Crédito;-15.76
69666;997;29/12/2022;00:00:00;Compra Crédito;-8.99
6092;230;13/03/2021;12:39:33;Compra Crédito;-12.10
8405;230;13/05/2021;21:30:19;Compra Crédito;-49.61
11325;230;18/05/2021;09:33:04;Compra Crédito;-165.31
16252;230;30/10/2021;04:22:20;Compra Crédito;-40.54
17615;230;01/11/2021;08:22:06;Compra Crédito;-59.15
17882;230;01/11/2021;21:02:49;Compra Crédito;-9.82
18090;230;02/11/2021;13:53:20;Compra Crédito;-12.38
18544;230;02/11/2021;14:00:08;Compra Crédito;-61.81
20587;230;07/11/2021;08:41:18;Compra Crédito;-31.54
28451;230;22/06/2022;13:57:07;Compra Crédito;-191.44
30506;230;28/06/2022;20:15:52;Compra Crédito;-45.69
33003;230;29/06/2022;01:05:37;Compra Crédito;-33.07
35881;230;29/06/2022;06:20:14;Compra Crédito;-18.37
36043;230;02/08/2022;04:37:57;Compra Crédito;-46.78
37756;230;13/10/2022;10:35:43;Compra Crédito;-5.93
41034;230;24/11/2022;23:11:20;Compra Crédito;-42.48
47048;230;07/12/2022;05:29:33;Compra Crédito;-33.45
49743;230;08/12/2022;10:48:56;Compra Crédito;-73.95
59268;230;29/12/2022;23:54:14;Compra Crédito;-41.27
60931;230;29/12/2022;23:56:16;Compra Crédito;-21.34
61948;230;29/12/2022;23:59:50;Compra Crédito;-67.81
62553;230;29/12/2022;23:59:51;Compra Crédito;-86.15
62755;230;29/12/2022;23:59:53;Compra Crédito;-26.81
63594;230;30/12/2022;00:00:00;Compra Crédito;-52.19
2332;486;03/06/2015;23:10:27;Compra Crédito;-45.97
4186;486;20/11/2015;05:15:02;Compra Crédito;-34.44
5865;486;13/01/2016;17:23:54;Compra Crédito;-92.30
8657;486;25/01/2016;22:59:04;Compra Crédito;-16.65
11923;486;28/06/2016;02:18:07;Compra Crédito;-28.28
12397;486;28/06/2016;02:32:55;Compra Crédito;-7.87
12960;486;28/06/2016;04:08:39;Compra Crédito;-146.81
13891;486;09/10/2016;17:35:43;Compra Crédito;-22.05
14920;486;11/10/2016;03:44:23;Compra Crédito;-19.36
16714;486;11/10/2016;06:48:51;Compra Crédito;-27.77
19425;486;22/10/2016;11:16:37;Compra Crédito;-57.28
19864;486;23/10/2016;15:53:43;Compra Crédito;-85.55
21880;486;26/11/2016;07:07:01;Compra Crédito;-78.95
23159;486;29/11/2016;22:30:32;Compra Crédito;-30.35
24257;486;03/08/2017;06:36:45;Compra Crédito;-48.11
26864;486;03/08/2017;11:22:59;Compra Crédito;-48.70
27591;486;14/08/2017;00:11:22;Compra Crédito;-93.32
29619;486;14/08/2017;14:46:40;Compra Crédito;-23.84
32281;486;14/08/2017;23:32:39;Compra Crédito;-115.52
32478;486;15/08/2017;07:32:35;Compra Crédito;-20.74
34473;486;25/08/2017;20:57:51;Compra Crédito;-23.72
38701;486;16/09/2017;23:53:10;Compra Crédito;-109.87
40484;486;19/09/2017;03:58:01;Compra Crédito;-15.41
41970;486;22/03/2022;15:24:46;Compra Crédito;-10.33
42507;486;23/03/2022;10:05:13;Compra Crédito;-128.55
43800;486;23/03/2022;18:52:27;Compra Crédito;-16.07
44222;486;24/03/2022;06:55:48;Compra Crédito;-173.90
45301;486;25/03/2022;20:48:57;Compra Crédito;-132.74
45520;486;26/03/2022;02:23:49;Compra Crédito;-24.99
52826;486;27/03/2022;04:54:24;Compra Crédito;-108.51
53070;486;28/03/2022;07:37:23;Compra Crédito;-24.15
55304;486;28/03/2022;07:53:16;Compra Crédito;-12.21
55831;486;28/03/2022;08:04:49;Compra Crédito;-42.96
55845;486;30/03/2022;03:30:45;Compra Crédito;-31.54
57037;486;14/04/2022;11:27:39;Compra Crédito;-35.13
59340;486;21/07/2022;02:41:06;Compra Crédito;-129.37
59893;486;21/07/2022;09:12:43;Compra Crédito;-73.40
60169;486;12/08/2022;15:17:40;Compra Crédito;-96.22
60590;486;12/08/2022;23:06:35;Compra Crédito;-46.74
62465;486;24/11/2022;04:04:22;Compra Crédito;-37.50
64508;486;20/12/2022;13:26:01;Compra Crédito;-11.80
64733;486;25/12/2022;18:15:52;Compra Crédito;-5.86
66199;486;26/12/2022;13:14:32;Compra Crédito;-7.55
68436;486;27/12/2022;03:05:21;Compra Crédito;-16.63
71685;486;29/12/2022;22:47:31;Compra Crédito;-52.03
1017;742;25/05/2019;18:25:09;Compra Crédito;-34.56
1050;742;25/05/2019;19:09:33;Compra Crédito;-28.85
2052;742;20/07/2019;11:17:03;Compra Crédito;-13.45
2745;742;10/02/2020;13:21:24;Compra Crédito;-46.99
6175;742;12/07/2020;20:42:25;Compra Crédito;-9.94
6677;742;16/07/2020;15:49:44;Compra Crédito;-44.49
9212;742;24/07/2020;19:46:02;Compra Crédito;-28.07
10407;742;24/07/2020;19:47:41;Compra Crédito;-7.06
12772;742;31/07/2020;11:51:50;Compra Crédito;-10.14
12911;742;13/09/2020;14:41:02;Compra Crédito;-40.93
18034;742;16/10/2020;08:12:09;Compra Crédito;-10.23
18732;742;15/02/2021;13:44:55;Compra Crédito;-74.23
20283;742;16/02/2021;10:59:15;Compra Crédito;-96.19
20642;742;16/02/2021;11:39:38;Compra Crédito;-55.36
23531;742;17/02/2021;17:52:08;Compra Crédito;-79.09
28312;742;20/02/2021;08:49:57;Compra Crédito;-21.55
30663;742;02/03/2021;05:42:22;Compra Crédito;-73.95
38742;742;15/03/2021;07:55:47;Compra Crédito;-19.62
38853;742;18/03/2021;18:57:04;Compra Crédito;-40.05
41224;742;02/04/2021;09:32:42;Compra Crédito;-244.35
42363;742;02/04/2021;09:52:07;Compra Crédito;-15.34
43226;742;02/04/2021;10:24:49;Compra Crédito;-58.20
45057;742;24/05/2021;12:30:48;Compra Crédito;-114.77
45725;742;14/06/2021;20:10:22;Compra Crédito;-35.23
48106;742;29/08/2021;14:18:06;Compra Crédito;-131.89
59836;742;23/09/2021;02:58:05;Compra Crédito;-40.22
61604;742;04/10/2021;17:07:09;Compra Crédito;-143.35
63947;742;17/06/2022;08:33:26;Compra Crédito;-48.36
66110;742;28/11/2022;02:30:27;Compra Crédito;-440.46
68368;742;29/11/2022;20:26:53;Compra Crédito;-49.39
69196;742;29/11/2022;20:53:20;Compra Crédito;-61.04
6793;998;03/12/2013;22:17:04;Compra Crédito;-12.85
6881;998;02/01/2014;09:05:59;Compra Crédito;-32.44
11449;998;09/01/2014;00:59:43;Compra Crédito;-66.59
12250;998;13/01/2014;07:21:55;Compra Crédito;-17.77
12669;998;14/02/2014;08:45:02;Compra Crédito;-259.73
13424;998;14/02/2014;09:17:01;Compra Crédito;-28.73
13936;998;20/02/2014;01:24:55;Compra Crédito;-43.13
14893;998;20/02/2014;02:20:55;Compra Crédito;-117.41
15256;998;06/03/2014;23:06:06;Compra Crédito;-56.68
18997;998;07/03/2014;00:08:06;Compra Crédito;-205.75
19034;998;07/03/2014;00:34:36;Compra Crédito;-21.01
19734;998;09/03/2014;08:50:42;Compra Crédito;-36.72
19865;998;20/06/2014;14:14:22;Compra Crédito;-39.07
20314;998;07/07/2014;20:48:21;Compra Crédito;-26.31
22586;998;09/07/2014;16:33:13;Compra Crédito;-36.27
25880;998;10/07/2014;02:37:15;Compra Crédito;-13.90
26227;998;10/07/2014;02:46:43;Compra Crédito;-139.03
26753;998;21/07/2014;01:17:29;Compra Crédito;-67.73
26970;998;21/07/2014;11:14:57;Compra Crédito;-33.66
27108;998;21/07/2014;19:33:04;Compra Crédito;-6.72
28639;998;23/07/2014;16:57:00;Compra Crédito;-34.65
29815;998;31/07/2014;20:53:09;Compra Crédito;-78.22
31023;998;02/08/2014;16:40:42;Compra Crédito;-40.80
31595;998;05/08/2014;22:17:53;Compra Crédito;-206.62
32495;998;06/08/2014;00:42:25;Compra Crédito;-11.19
32875;998;06/08/2014;01:32:46;Compra Crédito;-15.83
33071;998;21/08/2014;05:13:51;Compra Crédito;-170.70
34898;998;31/08/2014;07:46:41;Compra Crédito;-50.71
35617;998;31/08/2014;08:23:02;Compra Crédito;-32.42
35784;998;31/08/2014;10:55:21;Compra Crédito;-25.67
36678;998;31/08/2014;11:00:38;Compra Crédito;-82.73
39157;998;31/08/2014;14:47:31;Compra Crédito;-83.79
41398;998;16/05/2015;14:12:05;Compra Crédito;-49.39
52435;998;22/09/2015;09:16:55;Compra Crédito;-27.82
54775;998;11/11/2015;03:51:40;Compra Crédito;-42.47
56703;998;13/11/2015;21:47:18;Compra Crédito;-13.54
58400;998;14/11/2015;02:08:23;Compra Crédito;-14.87
63990;998;03/12/2015;00:01:07;Compra Crédito;-79.40
67631;998;09/04/2016;22:33:55;Compra Crédito;-195.45
70253;998;24/07/2016;04:47:10;Compra Crédito;-139.10
2082;231;12/07/2012;11:39:27;Compra Crédito;-13.40
2891;231;31/10/2012;03:49:38;Compra Crédito;-27.40
4431;231;31/10/2012;06:23:31;Compra Crédito;-29.35
5574;231;05/11/2012;21:06:05;Compra Crédito;-31.67
6187;231;15/11/2012;05:15:06;Compra Crédito;-48.69
7525;231;15/11/2012;13:22:21;Compra Crédito;-79.64
11324;231;25/12/2012;06:40:12;Compra Crédito;-284.68
13676;231;02/01/2013;04:48:23;Compra Crédito;-50.32
16181;231;29/01/2013;10:53:52;Compra Crédito;-114.32
17240;231;29/01/2013;23:09:14;Compra Crédito;-75.83
17633;231;30/01/2013;00:11:29;Compra Crédito;-63.67
18504;231;30/01/2013;00:25:55;Compra Crédito;-79.27
19058;231;30/01/2013;20:31:15;Compra Crédito;-12.86
26775;231;08/03/2013;10:26:41;Compra Crédito;-95.36
28975;231;11/03/2013;23:52:40;Compra Crédito;-25.75
30178;231;13/03/2013;09:33:18;Compra Crédito;-136.17
32460;231;19/03/2013;16:43:35;Compra Crédito;-13.17
36424;231;14/05/2013;18:25:08;Compra Crédito;-2.24
42530;231;25/06/2013;16:40:29;Compra Crédito;-21.88
48537;231;23/02/2014;18:21:03;Compra Crédito;-12.77
52622;231;24/02/2014;14:57:14;Compra Crédito;-25.66
53315;231;24/02/2014;17:15:53;Compra Crédito;-10.32
53977;231;31/03/2014;17:36:00;Compra Crédito;-118.95
55368;231;14/04/2014;18:38:26;Compra Crédito;-8.41
56841;231;15/04/2014;19:46:55;Compra Crédito;-23.29
58772;231;16/04/2014;01:40:06;Compra Crédito;-194.34
59136;231;16/04/2014;18:49:45;Compra Crédito;-134.56
60660;231;03/05/2014;07:52:57;Compra Crédito;-31.54
61513;231;12/05/2014;15:24:15;Compra Crédito;-45.27
64584;231;12/05/2014;22:33:28;Compra Crédito;-61.68
67920;231;13/05/2014;12:11:22;Compra Crédito;-41.03
68086;231;15/04/2015;22:13:40;Compra Crédito;-63.53
70030;231;08/02/2017;17:06:09;Compra Crédito;-92.20
70476;231;09/02/2017;11:55:11;Compra Crédito;-20.32
3278;487;29/07/2019;23:14:26;Compra Crédito;-56.65
4630;487;30/07/2019;02:37:54;Compra Crédito;-20.19
5295;487;30/07/2019;10:42:30;Compra Crédito;-4.47
7697;487;30/08/2019;08:11:22;Compra Crédito;-22.15
10486;487;26/01/2020;05:11:07;Compra Crédito;-49.38
11792;487;26/01/2020;15:25:17;Compra Crédito;-39.77
13292;487;29/01/2020;14:01:40;Compra Crédito;-118.05
14076;487;05/02/2020;02:54:39;Compra Crédito;-45.37
15023;487;05/02/2020;04:28:02;Compra Crédito;-40.63
29436;487;17/11/2022;00:48:15;Compra Crédito;-13.21
32775;487;26/12/2022;12:24:07;Compra Crédito;-68.63
34073;487;26/12/2022;20:24:05;Compra Crédito;-30.25
36443;487;29/12/2022;21:08:54;Compra Crédito;-110.82
42989;487;29/12/2022;23:41:46;Compra Crédito;-10.13
43449;487;29/12/2022;23:53:12;Compra Crédito;-17.72
54239;487;29/12/2022;23:59:59;Compra Crédito;-291.73
55010;487;29/12/2022;23:59:59;Compra Crédito;-15.42
55681;487;29/12/2022;23:59:59;Compra Crédito;-48.88
64241;487;29/12/2022;00:00:00;Compra Crédito;-10.21
64628;487;29/12/2022;00:00:00;Compra Crédito;-38.44
65929;487;29/12/2022;00:00:00;Compra Crédito;-27.91
70194;487;29/12/2022;00:00:00;Compra Crédito;-45.27
71390;487;29/12/2022;23:59:59;Compra Crédito;-49.89
71427;487;29/12/2022;23:59:59;Compra Crédito;-21.61
7092;743;10/05/2019;05:52:12;Compra Crédito;-19.19
7777;743;12/05/2019;09:23:14;Compra Crédito;-15.26
7781;743;21/05/2019;15:28:03;Compra Crédito;-28.87
8215;743;03/06/2019;14:02:54;Compra Crédito;-79.36
8345;743;17/06/2019;11:19:46;Compra Crédito;-13.77
8355;743;17/06/2019;12:25:41;Compra Crédito;-25.25
10241;743;16/07/2019;06:04:38;Compra Crédito;-9.71
12962;743;19/07/2019;20:51:03;Compra Crédito;-20.82
13013;743;23/07/2019;20:40:11;Compra Crédito;-38.76
13502;743;11/10/2019;02:28:33;Compra Crédito;-8.03
13602;743;11/10/2019;06:30:52;Compra Crédito;-8.15
17777;743;04/03/2020;05:13:04;Compra Crédito;-12.75
26834;743;12/06/2020;13:02:32;Compra Crédito;-40.65
29101;743;29/06/2020;23:31:22;Compra Crédito;-15.00
29820;743;10/07/2020;03:55:55;Compra Crédito;-10.87
30741;743;12/07/2020;02:22:27;Compra Crédito;-25.78
31136;743;12/07/2020;05:52:16;Compra Crédito;-6.57
31767;743;24/07/2020;11:33:22;Compra Crédito;-19.48
31868;743;24/07/2020;12:48:23;Compra Crédito;-60.20
32075;743;25/07/2020;15:24:06;Compra Crédito;-226.02
37637;743;01/01/2022;04:46:19;Compra Crédito;-31.40
40830;743;06/04/2022;06:05:10;Compra Crédito;-15.32
40915;743;06/04/2022;14:29:10;Compra Crédito;-8.32
43173;743;06/04/2022;15:44:52;Compra Crédito;-7.37
44233;743;08/04/2022;00:28:36;Compra Crédito;-34.90
50873;743;01/09/2022;22:43:03;Compra Crédito;-59.90
57807;743;26/11/2022;09:56:42;Compra Crédito;-213.78
65144;743;22/12/2022;23:49:24;Compra Crédito;-19.60
66830;743;28/12/2022;10:10:06;Compra Crédito;-64.65
68309;743;29/12/2022;10:06:11;Compra Crédito;-28.59
68524;743;29/12/2022;22:26:18;Compra Crédito;-30.10
68974;743;29/12/2022;23:34:26;Compra Crédito;-17.00
2019;999;04/09/2017;05:08:55;Compra Crédito;-37.50
4502;999;24/07/2021;04:05:42;Compra Crédito;-27.31
6192;999;28/07/2021;05:42:52;Compra Crédito;-29.47
6941;999;31/07/2021;13:57:07;Compra Crédito;-3.62
7172;999;01/08/2021;20:57:49;Compra Crédito;-16.48
11214;999;05/10/2021;13:27:47;Compra Crédito;-23.62
11636;999;05/10/2021;13:28:09;Compra Crédito;-12.72
17266;999;31/05/2022;06:53:57;Compra Crédito;-10.56
20612;999;30/11/2022;22:25:05;Compra Crédito;-29.10
21724;999;14/12/2022;10:01:46;Compra Crédito;-25.88
22768;999;15/12/2022;04:42:58;Compra Crédito;-110.49
23442;999;15/12/2022;09:32:07;Compra Crédito;-54.97
31170;999;24/12/2022;04:50:06;Compra Crédito;-68.96
46344;999;29/12/2022;23:57:59;Compra Crédito;-120.52
46991;999;29/12/2022;23:59:51;Compra Crédito;-40.08
53900;999;29/12/2022;00:00:00;Compra Crédito;-52.55
59304;999;29/12/2022;23:59:59;Compra Crédito;-154.43
61612;999;29/12/2022;00:00:00;Compra Crédito;-58.89
63713;999;29/12/2022;00:00:00;Compra Crédito;-117.09
3170;232;06/01/2014;00:46:04;Compra Crédito;-64.48
3287;232;03/02/2014;19:16:48;Compra Crédito;-15.75
6804;232;04/03/2014;06:22:39;Compra Crédito;-24.35
7738;232;04/03/2014;07:17:13;Compra Crédito;-90.08
8404;232;14/03/2014;18:29:45;Compra Crédito;-38.14
12369;232;17/08/2016;10:33:15;Compra Crédito;-5.41
16680;232;26/04/2017;13:35:19;Compra Crédito;-5.36
20453;232;27/04/2017;03:54:12;Compra Crédito;-75.47
21195;232;07/05/2017;21:45:22;Compra Crédito;-31.81
22647;232;19/07/2017;13:50:04;Compra Crédito;-32.77
27819;232;10/10/2017;09:12:33;Compra Crédito;-68.75
29462;232;13/10/2017;13:21:12;Compra Crédito;-170.30
34298;232;26/10/2017;02:18:49;Compra Crédito;-3.99
35184;232;23/02/2020;20:34:52;Compra Crédito;-47.72
38456;232;24/02/2020;09:38:41;Compra Crédito;-129.88
39563;232;24/02/2020;11:11:30;Compra Crédito;-78.55
39610;232;24/02/2020;13:49:13;Compra Crédito;-23.15
40108;232;25/02/2020;08:54:27;Compra Crédito;-11.43
